Name,Gender,Nationality,VoxCeleb_ID,Video_ID,Video_Title,Age,Unique_ID,index,Use
Sam Nazarian,male,Iran,id07711,_fPt7T-IvFE,Sam Nazarian at LA City Council Meeting 08/05/2009 Part 1,34.0,id07711__fPt7T-IvFE,133,TRN
Dash Mihok,male,The-United-States-of-America,id02000,eNOF2qOLTNE,Dash Mihok - Rueda de Prensa LIVE OUT MONTERREY 2016,42.0,id02000_eNOF2qOLTNE,134,TRN
Tony Goldwyn,male,The-United-States-of-America,id08648,Fcc05xjFRH4,Tony Goldwyn - E! Interview at PaleyFest 2015,55.0,id08648_Fcc05xjFRH4,135,TRN
Christoph Metzelder,male,Germany,id01666,NzETk9Vkhq4,Volksbank Bocholt eG - Vertreterversammlung 2015 mit Christoph Metzelder,35.0,id01666_NzETk9Vkhq4,136,TRN
Kimberlee Green,female,Australia,id04818,SdR2d-whocc,NSWSwiftsTV: Kimberlee Green wins 2013 QBE MVP & Members' award,27.0,id04818_SdR2d-whocc,137,TRN
Vesna Pusić,female,Croatia,id08853,cxwtFMf42Wk,UN Secretary-General Candidate Vesna Pusić answering questions from Civil Society 13 April 2016,63.0,id08853_cxwtFMf42Wk,138,TRN
Antara Biswas,female,India,id00687,YI6FhW9DNvg,सरकार राज - Bhojpuri Film Sarkar Raj Pawan Singh & Monalisa Interview 2017,35.0,id00687_YI6FhW9DNvg,139,TRN
Minnie Driver,female,The-United-Kingdom-1,id06156,NSJ1bNwLwJk,"Ellen Show - Beth Behrs & Minnie Driver Full Interview May 2, 2014",44.0,id06156_NSJ1bNwLwJk,140,TRN
Rochelle Aytes,female,The-United-States-of-America,id07471,7XMWTVwWye8,"Mistresses ABC Interviews - Premieres MONDAY, JUNE 3, 2013 10|9c",37.0,id07471_7XMWTVwWye8,141,TRN
Daniel Sturridge,male,The-United-Kingdom-1,id01933,J8RVVemyLCw,DANIEL STURRIDGE  - POST MATCH INTERVIEW England VS Wales 2-1   European Championship 2016,27.0,id01933_J8RVVemyLCw,142,TRN
Vince Vaughn,male,The-United-States-of-America,id08904,Lgzvy856Oec,Vince Vaughn Red Carpet Interview - ACCAs 2014,44.0,id08904_Lgzvy856Oec,143,TRN
Kalki Koechlin,female,France,id04534,X0xz4kGIdYA,Waiting Movie (2016) - Kalki Koechlin Special Interview,32.0,id04534_X0xz4kGIdYA,144,TRN
Jacoby Shaddix,male,The-United-States-of-America,id03705,W7AajjSMkIg,Papa Roach Interview Jacoby Shaddix 2014,38.0,id03705_W7AajjSMkIg,145,TRN
Sascha Lobo,male,Germany,id07800,WQj-fY93jGo,Sascha Lobo Interview auf dem censhare Futureday2014,39.0,id07800_WQj-fY93jGo,146,TRN
Peter Ramsauer,male,Germany,id06946,XZfbeXGBE-o,Dr. Peter Ramsauer: Grußwort Abendveranstaltung Immobilienkongress 2013,59.0,id06946_XZfbeXGBE-o,147,TRN
Alka Yagnik,female,India,id00346,HzxsU7V9e9w,Alka Yagnik's Interview at Gima Awards 2015,49.0,id00346_HzxsU7V9e9w,148,TRN
Yoani Sánchez,female,Cuba,id09091,WmS513nJME4,08.05.2013 - 3 - Yoani Sánchez en Instituto Cervantes Berlín preguntas y repuestas!,38.0,id09091_WmS513nJME4,149,TRN
Allison Mack,female,The-United-States-of-America,id00357,XFEGf4yMjd8,Riese The Series Interviews - New York Comic Con 2010,28.0,id00357_XFEGf4yMjd8,150,TRN
Marin Čilić,male,Croatia,id05641,WgdN15DCEh8,Indian Wells 2015 Preview Interview Cilic,27.0,id05641_WgdN15DCEh8,151,TRN
Parminder Nagra,female,The-United-Kingdom-1,id06782,CWQWGUOkK9o,"The Late Late Show - ""Parminder Nagra"", 5.13 (2008)",33.0,id06782_CWQWGUOkK9o,152,TRN
Volker Bouffier,male,Germany,id08953,Gwkw7iwWVQM,Landesparteitag 2012 - Volker Bouffier im Interview,61.0,id08953_Gwkw7iwWVQM,153,TRN
Katie Melua,female,Soviet-Union-1,id04655,OHDpdCqZJO4,Katie Melua Zomer 2008,24.0,id04655_OHDpdCqZJO4,154,TRN
Jerry Bruckheimer,male,The-United-States-of-America,id04015,10hbO3EulEI,Deliver Us From Evil (2014) Interview with Producer Jerry Bruckheimer,71.0,id04015_10hbO3EulEI,155,TST
Jonas Kaufmann,male,Germany,id04269,sOkSbrizkBk,"Interview : Jonas Kaufmann, Don José aux Chorégies d'Orange 2015",46.0,id04269_sOkSbrizkBk,156,TRN
Meg Whitman,female,The-United-States-of-America,id05913,iRuAxM8FHU0,"Meg Whitman, President and CEO | HP Q4 2013 Earnings | HP",57.0,id05913_iRuAxM8FHU0,157,TRN
Ranomi Kromowidjojo,female,Kingdom-of-the-Netherlands,id07218,D0diKD5DcqQ,Ranomi HLMRmeer 2016 | Zwemmen,26.0,id07218_D0diKD5DcqQ,158,TRN
Ross Brawn,male,The-United-Kingdom-1,id07577,YZFokzhf47k,Sky F1 2017 Australian GP - Ross Brawn Interview,63.0,id07577_YZFokzhf47k,159,TRN
Aaron Motsoaledi,male,South-Africa,id00015,THeNraCtKYA,"18 May 2014 Interview with Motsoaledi, HE Aaron  Ministry of Health   South Africa",56.0,id00015_THeNraCtKYA,160,TST
Lu Parker,female,The-United-States-of-America,id05284,0DlOVzkXf0A,KTLA - Lu Parker (May 11th 2012),42.0,id05284_0DlOVzkXf0A,161,TRN
Julia Ormond,female,The-United-Kingdom-1,id04430,FYaMbgxfX2Y,"Peter Dinklage, Julia Ormond, Martin Donovan on Memories in 'Rememory' | Sundance 2017",52.0,id04430_FYaMbgxfX2Y,162,TRN
Natalie Bennett,female,Australia,id06378,jGGRPo47mg8,Natalie Bennett on the Andrew Marr Show 12 April 2015,49.0,id06378_jGGRPo47mg8,163,TRN
Iñaki Gabilondo,male,Spain,id03661,w58odaE8ECA,IÑAKI GABILONDO rememora el GOLPE del 23 F   ZARAGOZA 18 FEBRERO 2014,72.0,id03661_w58odaE8ECA,164,TRN
Kumar Sangakkara,male,Sri-Lanka,id04928,QjavwWitE5A,Kumar Sangakkara is all charged up ahead of PSL 2017,40.0,id04928_QjavwWitE5A,165,TRN
Cassadee Pope,female,The-United-States-of-America,id01448,Qhfovvb1k-A,A Capitol Fourth 2016 Facebook Live with Cassadee Pope,27.0,id01448_Qhfovvb1k-A,166,TRN
Jürgen Drews,male,Germany,id04508,jrx0QjmvC5k,TOP Jürgen Drews - INTERVIEW 3/3 - Ludi Spreyer / Mallorca 2012,67.0,id04508_jrx0QjmvC5k,167,TRN
Van Hansis,male,The-United-States-of-America,id08803,n-nbR9LlPB0,Luke and Noah Sneak Peek April 2 2009,28.0,id08803_n-nbR9LlPB0,168,TRN
Cassidy Freeman,female,The-United-States-of-America,id01450,oSXzrnb8uFM,Cassidy Freeman IGN Interview  SDCC 2010,28.0,id01450_oSXzrnb8uFM,169,TRN
Brittany Snow,female,The-United-States-of-America,id01235,ABPws4-ElTs,Anna Kendrick and Brittany Snow Red Carpet Interview Trevor Live 2012,26.0,id01235_ABPws4-ElTs,170,TRN
Corrado Passera,male,Italy,id01798,dTvfCGMNtqI,"Corrado Passera, CEO Intesa San Paolo, interviewed at Meeting 2010 (Rimini) ITA",56.0,id01798_dTvfCGMNtqI,171,TRN
Nicholas Hoult,male,The-United-Kingdom-1,id06472,Vrq7ouR3_TA,Warm Bodies Interview - Nicholas Hoult (2013) - Zombie Movie HD,24.0,id06472_Vrq7ouR3_TA,172,TST
Pamela Bach,female,The-United-States-of-America,id06749,hc7q9drAh2Y,Sophie Turner Interviews Pamela Bach Hasselhoff at Gridlock 2010 New Years Eve bash   Exclusive!,47.0,id06749_hc7q9drAh2Y,173,TRN
Loïck Peyron,male,France,id05282,qItR21tz0PE,Interview Loïck Peyron du 18 septembre 2011 (FR),52.0,id05282_qItR21tz0PE,174,TRN
Owen Farrell,male,The-United-Kingdom-1,id06714,p_9opgD1oa4,Australia vs England 40-44 2016 - Owen Farrell Post Match Interview,25.0,id06714_p_9opgD1oa4,175,TRN
Kimberly Guilfoyle,female,The-United-States-of-America,id04823,JFFCIaxAKSA,Dr Ben Carson Interview with Kimberly Guilfoyle Fox News 23 Oct  2016,47.0,id04823_JFFCIaxAKSA,176,TRN
Megan Gale,female,Australia,id05915,NkFSSIVka5g,Mad Max: Fury Road (2015) Official Movie Interview - Zoe Kravitz & Courtney Eaton,40.0,id05915_NkFSSIVka5g,177,TRN
Raphael Holzdeppe,male,Denmark,id07220,dz9kAmIF8dU,Moscow 2013 - Raphael  HOLZDEPPE GER - Pole vault - Final - Gold,24.0,id07220_dz9kAmIF8dU,178,TRN
Mesut Özil,male,Turkey-country,id05976,VuZcGprVBt8,Ajax Amsterdam - Real Madrid 07.12.2011 - Mesut Özil Interview,23.0,id05976_VuZcGprVBt8,179,TRN
Dan Bárta,male,The-Czech-Republic-1,id01890,s7Rd97hdFdw,Lípa Musica - Dan Bárta - interview 2012,43.0,id01890_s7Rd97hdFdw,180,TRN
Briana Evigan,female,The-United-States-of-America,id01216,3PP0ENcxQ5Q,"Briana Evigan Interview at ""STEP UP 3D"" Los Angeles Premiere August 2, 2010",24.0,id01216_3PP0ENcxQ5Q,181,TRN
James Rodríguez,male,Colombia,id03770,1le1EZqT6MM,"James Rodriguez interview: talks Real Madrid, family, and Colombia | 2017",26.0,id03770_1le1EZqT6MM,182,TRN
Alexander Skarsgård,male,Sweden,id00282,FaCbHpa0QoY,The Legend of Tarzan Interview - Alexander Skarsgård (2016) - Adventure Movie,40.0,id00282_FaCbHpa0QoY,183,TRN
Roger Wicker,male,The-United-States-of-America,id07497,APxPVhHsaKk,It's Difficult to See Greatness | Senator Roger Wicker | 2016 Republican National Convention,65.0,id07497_APxPVhHsaKk,184,TRN
Jeroen van der Boom,male,Kingdom-of-the-Netherlands,id04009,_GMZ7e1Pa4s,Jeroen van de Boom OHL2012,40.0,id04009__GMZ7e1Pa4s,185,TRN
Masi Oka,male,Japan,id05788,WHMGsgr3x_k,"Heroes Reborn - Masi Oka Interview, SDCC 2015",41.0,id05788_WHMGsgr3x_k,186,TRN
Michelle Clunie,female,The-United-States-of-America,id06055,30zzdT5l30A,Long Island Equality Awards Gala 2010 - Michelle Clunie Introduces Peter Yacobellis,41.0,id06055_30zzdT5l30A,187,TRN
Sean Paul,male,Jamaica,id07851,NF4ICbWWUtU,Sean Paul: The 2015 GRAMMYs Red Carpet,42.0,id07851_NF4ICbWWUtU,188,TRN
Eddie McGuire,male,Australia,id02349,JlEn6wHPqkE,EMT Sun 13 May 2012 Brett Ratten,48.0,id02349_JlEn6wHPqkE,189,TRN
Leigh-Allyn Baker,female,The-United-States-of-America,id05093,n3QYIP_0Pgo,Leigh-Allyn Baker Interview | 2014 Celebrity Stuff-a-Thon | Red Carpet | #GoodLuckCharlie,42.0,id05093_n3QYIP_0Pgo,190,TRN
Guy Sebastian,male,Australia,id03266,cLUHJ9BThTg,guy sebastian on rove live 2006,25.0,id03266_cLUHJ9BThTg,191,TRN
James Hinchcliffe,male,Canada,id03760,EjMeykXlsOw,2010 IndyCar Championship Celebration Highlights,24.0,id03760_EjMeykXlsOw,192,TRN
Jyrki Katainen,male,Finland,id04494,B_6SjG2wiPI,Slush 2013 - Opening Words | Blue Stage #slush13,42.0,id04494_B_6SjG2wiPI,193,TRN
Jaromír Nohavica,male,The-Czech-Republic-1,id03848,amOhSwziSZ8,Jaromír Nohavica na Festiwalu słowa w piosence FRAZY 2016 w Poznaniu,63.0,id03848_amOhSwziSZ8,194,TST
Patrick Timsit,male,France,id06819,f4Gpb5OVv3s,Patrick Timsit invite Christophe Dechavanne sur le plateau #ONPC 10 septembre 2016,57.0,id06819_f4Gpb5OVv3s,195,TRN
Zendaya,female,The-United-States-of-America,id09171,yoZNz9b52ik,"Dancing with the Stars - Zendaya & Val Chmerkovskiy AfterBuzz TV Interview May 13th, 2013",17.0,id09171_yoZNz9b52ik,196,TST
Meaghan Martin,female,The-United-States-of-America,id05906,CaooCy8QopA,Meaghan Martin Interview - 2012 Teen Choice Awards,20.0,id05906_CaooCy8QopA,197,TRN
Daisy Fuentes,female,The-United-States-of-America,id01874,SveKsLtGoms,"Daisy Fuentes Interview at ""2008 Alma Awards""",42.0,id01874_SveKsLtGoms,198,TRN
Franck Dubosc,male,France,id02865,sQhPpzCpVy8,Franck Dubosc - On n'est pas couché 8 novembre 2014 #ONPC,51.0,id02865_sQhPpzCpVy8,199,TRN
Thomas Brodie-Sangster,male,The-United-Kingdom-1,id08521,4IAOmFUh-jw,Thomas Brodie-Sangster & Gemma Chan Interview BIFA Nominations 2015,25.0,id08521_4IAOmFUh-jw,200,TRN
Mireia Belmonte,female,Spain,id06165,F6yJHZp_U3s,Mireia Belmonte | Interview (400m Freestyle) | 2014 FINA World Swimming Championships Doha,24.0,id06165_F6yJHZp_U3s,201,TRN
James Wolk,male,The-United-States-of-America,id03775,xIOttQUudrk,"Emmys 2013: James Wolk on ""The Crazy Ones"" and ""Mad Men""",28.0,id03775_xIOttQUudrk,202,TRN
David Hasselhoff,male,The-United-States-of-America,id02039,31Lvo4FCe58,Global Gaming Expo 2012:  David Hasselhoff Interview,60.0,id02039_31Lvo4FCe58,203,TRN
Ahmet Davutoğlu,male,Turkey-country,id00129,yB82Acj5hV0,Ahmet Davutoğlu World Economic Forum 2015 Full in English,56.0,id00129_yB82Acj5hV0,204,TRN
Derrick Rose,male,The-United-States-of-America,id02151,avXa-87vQ1I,Clutch Interview with Derrick Rose (New York Knicks) in Shanghai - 2016 August,28.0,id02151_avXa-87vQ1I,205,TRN
Lisa Murkowski,female,The-United-States-of-America,id05209,DU99Kx1V_Zc,Sen. Lisa Murkowski addresses the 2009 Nuclear Energy Assembly (Part 1) (1/5),52.0,id05209_DU99Kx1V_Zc,206,TRN
Steve Ballmer,male,The-United-States-of-America,id08240,PYMyKM3_dfo,Steve Ballmer at Microsoft WPC 9 July 2008,52.0,id08240_PYMyKM3_dfo,207,TST
Wolfgang Schäuble,male,Germany,id09035,6hl9JpuD-hk,"A Conversation with Wolfgang Schäuble : Q&A segment on IPSAS (April 15, 2015)",73.0,id09035_6hl9JpuD-hk,208,TRN
Jeanine Pirro,female,The-United-States-of-America,id03942,gT-06I3OYYE,"Gov. Sarah Palin's May 21, 2011 Jeanine Pirro interview",60.0,id03942_gT-06I3OYYE,209,TRN
Sugar Ray Leonard,male,The-United-States-of-America,id08294,D-5OEtL4p1A,AMA 2010 Extended Interview with Sugar Ray Leonard,54.0,id08294_D-5OEtL4p1A,210,TRN
Sami Khedira,male,Germany,id07733,c-eQA88wtvQ,Sami Khedira - Preisträger | Goldene Henne 2014 | MDR,27.0,id07733_c-eQA88wtvQ,211,TRN
Tim Cook,male,The-United-States-of-America,id08556,Bmm5faI_mLo,"Tim Cook on Privacy and Apple Pay (Sept. 15, 2014) | Charlie Rose",54.0,id08556_Bmm5faI_mLo,212,TRN
Christian Prudhomme,male,France,id01640,_z0HiokUlsc,Route du Sud 2014 - Interview de Christian Prudhomme,54.0,id01640__z0HiokUlsc,213,TRN
Günther Jauch,male,Germany,id03284,E-KepH3u2nA,ARD hat das ARD-Interview mit Wladimir Putin 2014 weltweit gesperrt,58.0,id03284_E-KepH3u2nA,214,TRN
Milos Raonic,male,Canada,id06140,DpKbW1biPMo,Milos Raonic's on-court interview as 2016 runner-up,26.0,id06140_DpKbW1biPMo,215,TRN
Valerie Adams,female,New-Zealand,id08790,Fk8VflSlSiw,Valerie Adams (part one) - 11 April 2012,28.0,id08790_Fk8VflSlSiw,216,TRN
Viviane Reding,female,Luxembourg,id08936,zfzd2mWbMFE,"Viviane Reding, MEP and 2 times Commissioner @ the European Sting pavilion live from EBS 2015",64.0,id08936_zfzd2mWbMFE,217,TRN
Mackenzie Phillips,female,The-United-States-of-America,id05399,xMMO_uxS2Zw,The Bonnie Hunt Show with Mackenzie Phillips // 10/28/2009,50.0,id05399_xMMO_uxS2Zw,218,TRN
Jack Wilshere,male,The-United-Kingdom-1,id03694,xVMzXDfxuB4,Arsenal vs Marseille 2-0 - Jack Wilshere Post-Match Interview/Reaction [26.11.2013],21.0,id03694_xVMzXDfxuB4,219,TST
Margareta Kozuch,female,Poland,id05577,_UUKiDsb484,Margareta Anna Kozuch und Kathleen Weiß - Interview - Volleyball-EM 2013,27.0,id05577__UUKiDsb484,220,TRN
Alain Finkielkraut,male,Poland,id00175,QN12Ais-4mc,"Alain Finkielkraut - Natacha Polony, 13 novembre 2015",66.0,id00175_QN12Ais-4mc,221,TRN
Guy Verhofstadt,male,Belgium,id03267,Azgv9JlyJVk,Guy Verhofstadt 14 Sep 2016 plenary speech on State of the Union 2016,63.0,id03267_Azgv9JlyJVk,222,TRN
Vanna White,female,The-United-States-of-America,id08820,k5Bmk_CpxMA,Vanna White inteview Live! With Kelly and Michael 02.08.2016,59.0,id08820_k5Bmk_CpxMA,223,TRN
Alberto Núñez Feijóo,male,Spain,id00202,GwSkBwnXe3A,Periodista Digital. Entrevista a Alberto Núñez Feijóo. 15-10-2012,51.0,id00202_GwSkBwnXe3A,224,TST
Greg Dyke,male,The-United-Kingdom-1,id03195,KzPMynvqmeM,Roses 2013 Greg Dyke interview,66.0,id03195_KzPMynvqmeM,225,TRN
Stefanie Scott,female,Spain,id08204,NFJ_QPCGBpA,Stefanie Scott Interview - Insidious: Chapter 3 (HD) 2015,19.0,id08204_NFJ_QPCGBpA,226,TRN
James LaBrie,male,Canada,id03763,3mvoeDDAbDc,Dream Theater Interview @ Wacken 2015 - ARTE Concert,52.0,id03763_3mvoeDDAbDc,227,TRN
Scotty Nguyen,male,The-United-States-of-America,id07840,CoKqpSsaFOQ,Scotty Nguyen funny interview after his 2nd place finish at WSOP 2012 ♠ wife calls during interview,50.0,id07840_CoKqpSsaFOQ,228,TST
Fouad Twal,male,Jordan-215,id02836,G7o6fHQRu4A,Voeux de S.B. le Patriarche Fouad Twal  Noël 2010,70.0,id02836_G7o6fHQRu4A,229,TST
Felicity Huffman,female,The-United-States-of-America,id02760,XXT7L3tj7mc,Felicity Huffman and Amanda Peet Interview - Trust Me (2014) JoBlo.com HD,52.0,id02760_XXT7L3tj7mc,230,TRN
David Paterson,male,The-United-States-of-America,id02052,TFXr99_OTf8,RNN Interview with NY Gov. David Paterson at the 2008 DNC,54.0,id02052_TFXr99_OTf8,231,TRN
Mona Sahlin,female,Sweden,id06228,L_-wirNIjKc,Mona Sahlin interview with Demtsi Hezbi 21 Sep 2014,57.0,id06228_L_-wirNIjKc,232,TRN
Andie MacDowell,female,The-United-States-of-America,id00472,UHXWYC_hjsU,Andie MacDowell Presents Supporting Actor to Hugh Grant - Hollywood Film Awards 2016,58.0,id00472_UHXWYC_hjsU,233,TST
Mark Leno,male,The-United-States-of-America,id05691,SbK4vXrl_QM,Scott Wiener with Mark Leno in the 2010 Pride Parade,59.0,id05691_SbK4vXrl_QM,234,TRN
Tony Pulis,male,The-United-Kingdom-1,id08658,R7BzO2sQ4GY,Tony Pulis Post Match Interview Swansea 3 1 Stoke City 19 01 2013 - YouTube.flv,55.0,id08658_R7BzO2sQ4GY,235,TRN
John Lydon,male,The-United-Kingdom-1,id04223,03HIH7gg1rA,John Lydon Interview Record Store Day 2012,56.0,id04223_03HIH7gg1rA,236,TRN
Greg Proops,male,The-United-States-of-America,id03202,6VpaSULZYYQ,Just For Laughs Festival 2016 Backstage: Greg Proops,57.0,id03202_6VpaSULZYYQ,237,TRN
Bob Corker,male,The-United-States-of-America,id01100,D2VYFFRrh-I,Senator Bob Corker / Washington Ideas Forum 2015,63.0,id01100_D2VYFFRrh-I,238,TRN
Anthony Davis,male,The-United-States-of-America,id00690,DynKIelqHnE,2012 NBA Draft Lottery - With Anthony Davis Interview,19.0,id00690_DynKIelqHnE,239,TRN
Ken Loach,male,The-United-Kingdom-1,id04716,LbZmOn5pzwg,"Ken Loach At Cannes - ""Route Irish"" Interview At Cannes 2010",74.0,id04716_LbZmOn5pzwg,240,TRN
Louis van Gaal,male,Kingdom-of-the-Netherlands,id05272,9su1O9FF_2o,Manchester United vs Liverpool 3-0  Louis Van Gaal Post Match Interview 14 12 2014,63.0,id05272_9su1O9FF_2o,241,TRN
Aníbal Cavaco Silva,male,Portugal,id00736,HFSc50phAb8,"Discurso do Presidente da República, Prof. Dr. Aníbal Cavaco Silva na Garland 21.01.2012",73.0,id00736_HFSc50phAb8,242,TRN
Jay Triano,male,Canada,id03894,LkXJowTium0,"Jay Triano, Jack Diamond Award Recipient, Vancouver JCC Sports Dinner Feb. 2016",58.0,id03894_LkXJowTium0,243,TRN
Dave Bing,male,The-United-States-of-America,id02004,yaL6gPvSDe8,Detroit Mayor Dave Bing's 2011 State of the City Speech,68.0,id02004_yaL6gPvSDe8,244,TRN
George Takei,male,The-United-States-of-America,id03028,IFbKxqAYscw,"George Takei interview on Mornings, April 2015",78.0,id03028_IFbKxqAYscw,245,TRN
Valerie Plame,female,The-United-States-of-America,id08795,gKOpDvk6sP4,Valerie Plame: Rise of the National Security establishment (2014),51.0,id08795_gKOpDvk6sP4,246,TRN
Reuven Rivlin,male,Israel,id07303,X7niPtKoICk,"Secretary of Defense Mattis meeting with Israeli President Reuven Rivlin. Jerusalem April 21, 2017",78.0,id07303_X7niPtKoICk,247,TRN
Bette Midler,female,The-United-States-of-America,id01010,lGgpKAGHbx8,Bette Midler On The View 2014,69.0,id01010_lGgpKAGHbx8,248,TRN
Kathleen Wynne,female,Canada,id04644,QMgaqKlMZyE,2016 Liberal Convention – Kathleen Wynne and Liz Plank,63.0,id04644_QMgaqKlMZyE,249,TRN
Jessica Sanchez,female,The-United-States-of-America,id04051,cGyYv_7nAeU,Exclusive Jessica Sanchez Interview - Christina Grimmie Presents The Road Show Ep.9 - Live Tour 2012,17.0,id04051_cGyYv_7nAeU,250,TST
Bernhard Brink,male,Germany,id00984,ydZYnSaYL6A,Bernhard Brink - im Gespräch 2014,62.0,id00984_ydZYnSaYL6A,251,TRN
Kiran Mazumdar-Shaw,female,India,id04839,8zizsSucGjg,"Kiran Mazumdar Shaw interview with ET Now on Biocon's Outlook, August 22, 2013",60.0,id04839_8zizsSucGjg,252,TRN
Geoffrey Rush,male,Australia,id03014,A5CpL8bQeI8,Geoffrey Rush: The King's Speech interview at the National Movie Awards 2011,60.0,id03014_A5CpL8bQeI8,253,TRN
Michel Boujenah,male,France,id06040,W3X-fqlqM30,La blague préférée de Michel Boujenah - C à vous - 11/11/2014,62.0,id06040_W3X-fqlqM30,254,TRN
Alyson Stoner,female,The-United-States-of-America,id00374,uqAP5wr9HeQ,An oceanUP Interview with Alyson Stoner at the 2012 KCAs!,19.0,id00374_uqAP5wr9HeQ,255,TRN
Hannes Swoboda,male,Austria,id03327,g07AlYDAz5I,European elections: Populist parties ride eurosceptic wave - TALKING EUROPE 2014-02-08,68.0,id03327_g07AlYDAz5I,256,TRN
Jessica Lange,female,The-United-States-of-America,id04045,yn_XKDVFqmY,TIFF (2013) : Elizabeth Olsen Gushes About Working With Jessica Lange - THR,64.0,id04045_yn_XKDVFqmY,257,TRN
Stéphane Le Foll,male,France,id08289,4APUEcF-Mio,Stéphane Le Foll à la Foire du Mans 2013,53.0,id08289_4APUEcF-Mio,258,TRN
Bob Marley,male,Jamaica,id01109,4NWVXVQMROU,Interview: Julian Marley (Bob Marley's son) | 2016 Riot Fest Chicago,71.0,id01109_4NWVXVQMROU,259,TRN
Michael McKean,male,The-United-States-of-America,id06008,DvKV6cCO_zQ,Michael McKean Interview | Paley Fest 2016 | Better Call Saul,69.0,id06008_DvKV6cCO_zQ,260,TRN
Gloria Hunniford,female,The-United-Kingdom-1,id03149,SZgkyHcnDVQ,ITV's This Morning with Jacky Newcomb and Gloria Hunniford talking about Angels 2011,71.0,id03149_SZgkyHcnDVQ,261,TRN
Pia Kjærsgaard,female,Denmark,id07007,UfmyEAY-d9E,Pia Kjærsgaard 7. nov. 2007,60.0,id07007_UfmyEAY-d9E,262,TRN
Tommy Tuberville,male,The-United-States-of-America,id08629,YuEjbPHQN9s,Tommy Tuberville 2015 Signing Day Press Conference,61.0,id08629_YuEjbPHQN9s,263,TRN
Sophia Loren,female,Italy,id08167,cTTDPZ_YM4c,SOPHIA LOREN at Turner Classic Film Festival 2015,81.0,id08167_cTTDPZ_YM4c,264,TRN
Marty Markowitz,male,The-United-States-of-America,id05751,OvMIK1YoG5s,State of the Borough 2013: Jay Black,68.0,id05751_OvMIK1YoG5s,265,TRN
Diarmuid Martin,male,The-Republic-of-Ireland,id02183,P9MCbTQwb2U,2016 Saturday Eucharist Archbishop Diarmuid Martin DD,71.0,id02183_P9MCbTQwb2U,266,TRN
Sharad Pawar,male,India,id07979,h9oG-Uc6_6E,Exclusive interview with Sharad Pawar on Lok Sabha polls 2014,74.0,id07979_h9oG-Uc6_6E,267,TRN
